FOR CLOSURE OF,SOURCE FILE,TAX ID,RECEIPT NUMBER,WORKER ID,PERIOD OF PROVISION,TAX ID - RECEIPT NUMBER,RECEIPT AMOUNT,REQUESTED AMOUNT,PROVISION CODE,WORKER ID - PERIOD OF PROVISION -  PROVISION CODE,WORKER ID - PERIOD OF PROVISION -  RECEIPT AMOUNT,SECOND PROVISION CODE,SECOND WORKER ID NUMBER,THIRD PROVISION CODE,SECOND PERIOD OF PROVISION,WORKER ID - PERIOD OF PROVISION -  RECEIPT NUMBER,WORKER ID -  RECEIPT NUMBER,RECEIPT PREFIX,RECEIPT TYPE,EMISSION TYPE,AUTHORIZATION CODE,RECEIPT EMISSION DATE,CBU 1,CBU 2
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,56570038834,212,13394293668,201610,56570038834-212,"2895,12","2895,12",90,13394293668-201610-90,"13394293668-201610-2895,12",90,83195573748,90,201610,83195573748-201610-212,83195573748-212,0002,03,E,66505803861894,15/12/2016,384664013,15533904890418
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,52447677593,12,88604956939,201611,52447677593-12,349736,"4424,7",96,88604956939-201611-96,88604956939-201611-349736,96,75328381850,96,201611,75328381850-201611-12,75328381850-12,0002,03,E,66529033745338,27/12/2016,528026450,48353755164473
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,49677486624,1,64753735712,201610,49677486624-1,341606,"4424,7",96,64753735712-201610-96,64753735712-201610-341606,96,21454646390,96,201610,21454646390-201610-1,21454646390-1,0002,03,E,66509783672237,15/12/2016,737267890,10417579698350
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,43480095599,12,66681068457,201611,43480095599-12,349736,"13892,95",96,66681068457-201611-96,66681068457-201611-349736,96,71283183453,96,201611,71283183453-201611-12,71283183453-12,0002,03,E,66529033745338,27/12/2016,901165853,15063614667414
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,10008384629,1,76858678268,201610,10008384629-1,341606,"13892,95",96,76858678268-201610-96,76858678268-201610-341606,96,69231954864,96,201610,69231954864-201610-1,69231954864-1,0002,03,E,66509783672237,15/12/2016,419676136,80370545647778
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,49595911401,52,90902685715,201611,49595911401-52,"3257,04","3257,04",90,90902685715-201611-90,"90902685715-201611-3257,04",90,58510881282,90,201611,58510881282-201611-52,58510881282-52,0001,03,E,66513937386662,22/12/2016,161729028,24278713413779
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,87598036290,51,13992889390,201611,87598036290-51,"3257,04","3257,04",90,13992889390-201611-90,"13992889390-201611-3257,04",90,85357101363,90,201611,85357101363-201611-51,85357101363-51,0001,03,E,66513937252832,22/12/2016,958737229,93371240454261
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,48255459534,1,58968929555,201610,48255459534-1,341606,"4594,88",96,58968929555-201610-96,58968929555-201610-341606,96,99541051922,96,201610,99541051922-201610-1,99541051922-1,0002,03,E,66509783672237,15/12/2016,71710578,36882616848581
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,58248451101,1,77818269152,201610,58248451101-1,341606,"1608,98",96,77818269152-201610-96,77818269152-201610-341606,96,75644932880,96,201610,75644932880-201610-1,75644932880-1,0002,03,E,66509783672237,15/12/2016,734318997,15037598443258
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,25853407589,381,53080088045,201611,25853407589-381,"4983,79","4983,79",96,53080088045-201611-96,"53080088045-201611-4983,79",96,99252884756,96,201611,99252884756-201611-381,99252884756-381,0001,05,I,42282064532823,21/12/2016,58142426,90699704267290
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,21212631141,41,48020033947,201611,21212631141-41,"2171,36","2171,36",90,48020033947-201611-90,"48020033947-201611-2171,36",90,62744407853,90,201611,62744407853-201611-41,62744407853-41,0005,03,E,66526961922508,23/12/2016,697719777,40034163145221
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,78414562137,515,69597614130,201611,78414562137-515,"3257,04","3257,04",90,69597614130-201611-90,"69597614130-201611-3257,04",90,40459075692,90,201611,40459075692-201611-515,40459075692-515,0002,05,E,66522959524294,23/12/2016,529721286,55054710837417
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,82967443552,372,48765101639,201610,82967443552-372,"3445,5","3445,5",96,48765101639-201610-96,"48765101639-201610-3445,5",96,22871819684,96,201610,22871819684-201610-372,22871819684-372,0001,05,I,42282064532823,21/12/2016,710864289,75119855896639
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,66850180734,382,19254583788,201611,66850180734-382,"4694,92","3793,52",96,19254583788-201611-96,"19254583788-201611-4694,92",96,94687469384,96,201611,94687469384-201611-382,94687469384-382,0001,05,I,42282064532823,21/12/2016,257964439,56089760670169
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,30648396436,40,68031941057,201611,30648396436-40,"2171,36","2171,36",90,68031941057-201611-90,"68031941057-201611-2171,36",90,30540523031,90,201611,30540523031-201611-40,30540523031-40,0005,03,E,66526961814034,23/12/2016,868509328,96950375129191
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,34583394971,514,63333132918,201611,34583394971-514,"3257,04","3257,04",90,63333132918-201611-90,"63333132918-201611-3257,04",90,67164029499,90,201611,67164029499-201611-514,67164029499-514,0002,05,E,66522959443336,23/12/2016,146923596,96640902858327
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,80095655868,38,79963862095,201610,80095655868-38,"2171,36","2171,36",90,79963862095-201610-90,"79963862095-201610-2171,36",90,70687121024,90,201610,70687121024-201610-38,70687121024-38,0005,03,E,66526961454363,23/12/2016,668475622,91854819824076
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,42594195865,218,75682944648,201611,42594195865-218,"2895,12","2895,12",91,75682944648-201611-91,"75682944648-201611-2895,12",91,41712670599,91,201611,41712670599-201611-218,41712670599-218,0002,03,E,66505804343375,15/12/2016,225800822,25814639815622
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,93016077080,54,79463523982,201611,93016077080-54,"2171,36","2171,36",86,79463523982-201611-86,"79463523982-201611-2171,36",86,95271902958,86,201611,95271902958-201611-54,95271902958-54,0001,05,I,42384072643781,22/12/2016,600480114,72012828963933
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,42067584996,12,91065117592,201611,42067584996-12,349736,"1856,52",96,91065117592-201611-96,91065117592-201611-349736,96,13039369323,96,201611,13039369323-201611-12,13039369323-12,0002,03,E,66529033745338,27/12/2016,869188283,39431577877034
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,37463603862,1,74935082446,201610,37463603862-1,341606,"1856,52",96,74935082446-201610-96,74935082446-201610-341606,96,49837530304,96,201610,49837530304-201610-1,49837530304-1,0002,03,E,66509783672237,15/12/2016,533744552,83479454738738
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,28956269270,541,15360200380,201611,28956269270-541,"2316,08","2316,08",90,15360200380-201611-90,"15360200380-201611-2316,08",90,16137796584,90,201611,16137796584-201611-541,16137796584-541,0002,05,I,42447076868917,07/12/2016,709425260,73072640171642
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,56549399537,68,64948238173,201611,56549399537-68,"2316,08","2316,08",90,64948238173-201611-90,"64948238173-201611-2316,08",90,94888287831,90,201611,94888287831-201611-68,94888287831-68,0002,03,I,42405073794427,07/12/2016,371452035,85959000246795
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,94151682724,636,11124744634,201611,94151682724-636,"2316,08","2316,08",90,11124744634-201611-90,"11124744634-201611-2316,08",90,25976644843,90,201611,25976644843-201611-636,25976644843-636,0001,05,I,42489080635560,07/12/2016,255771268,89582923039535
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,14288687581,103,29608624729,201611,14288687581-103,"6658,73","6658,73",87,29608624729-201611-87,"29608624729-201611-6658,73",87,28953351274,87,201611,28953351274-201611-103,28953351274-103,0001,05,I,42473079757204,06/12/2016,341026659,33141796672045
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,71510022142,12,33921039123,201611,71510022142-12,349736,"8168,68",96,33921039123-201611-96,33921039123-201611-349736,96,43495716236,96,201611,43495716236-201611-12,43495716236-12,0002,03,E,66529033745338,27/12/2016,326001706,95225362446886
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,20955482101,1,38440356206,201610,20955482101-1,341606,"8168,68",96,38440356206-201610-96,38440356206-201610-341606,96,30377872944,96,201610,30377872944-201610-1,30377872944-1,0002,03,E,66509783672237,15/12/2016,595812656,30720816617091
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,77775624631,12,57039603289,201611,77775624631-12,349736,"1005,61",96,57039603289-201611-96,57039603289-201611-349736,96,54695865733,96,201611,54695865733-201611-12,54695865733-12,0002,03,E,66529033745338,27/12/2016,414621738,46053119915690
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,95836656822,1,35894823346,201610,95836656822-1,341606,"1082,97",96,35894823346-201610-96,35894823346-201610-341606,96,95208327063,96,201610,95208327063-201610-1,95208327063-1,0002,03,E,66509783672237,15/12/2016,544177587,98236151179177
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,20211080037,12,48599393396,201611,20211080037-12,349736,"1005,61",96,48599393396-201611-96,48599393396-201611-349736,96,79360777784,96,201611,79360777784-201611-12,79360777784-12,0002,03,E,66529033745338,27/12/2016,369366585,23964535243636
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,54347634911,1,29376396499,201610,54347634911-1,341606,"1005,61",96,29376396499-201610-96,29376396499-201610-341606,96,99872504681,96,201610,99872504681-201610-1,99872504681-1,0002,03,E,66509783672237,15/12/2016,637486629,60898755410507
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,21366522141,21,89618841973,201611,21366522141-21,"3257,04","3257,04",90,89618841973-201611-90,"89618841973-201611-3257,04",90,80955938698,90,201611,80955938698-201611-21,80955938698-21,0001,05,I,42254062339680,26/12/2016,756933187,90952391879653
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,11993534292,1,65508535448,201610,11993534292-1,341606,"5786,15",96,65508535448-201610-96,65508535448-201610-341606,96,11975248969,96,201610,11975248969-201610-1,11975248969-1,0002,03,E,66509783672237,27/12/2016,60381011,10170954910713
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,85440717491,12,11230393029,201611,85440717491-12,349736,"54473,4",96,11230393029-201611-96,11230393029-201611-349736,96,53428004345,96,201611,53428004345-201611-12,53428004345-12,0002,03,E,66529033745338,27/12/2016,682107481,18551063842698
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,36438651363,351,39747105230,201611,36438651363-351,"938,01","938,01",91,39747105230-201611-91,"39747105230-201611-938,01",91,16620138426,91,201611,16620138426-201611-351,16620138426-351,0001,05,I,42364071085794,14/12/2016,944904867,72686591554537
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,46801153737,1,95646772582,201610,46801153737-1,341606,"54473,38",96,95646772582-201610-96,95646772582-201610-341606,96,38048505923,96,201610,38048505923-201610-1,38048505923-1,0002,03,E,66509783672237,15/12/2016,820469089,75868270032194
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,14196535395,1,65281795825,201610,14196535395-1,341606,"15316,29",96,65281795825-201610-96,65281795825-201610-341606,96,91812621227,96,201610,91812621227-201610-1,91812621227-1,0002,03,E,66509783672237,15/12/2016,579289616,18041304373002
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,80792675517,12,88319886053,201611,80792675517-12,349736,"2039,88",96,88319886053-201611-96,88319886053-201611-349736,96,30837809717,96,201611,30837809717-201611-12,30837809717-12,0002,03,E,66529033745338,27/12/2016,196750307,94965942480448
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,42291721726,1,66258018316,201610,42291721726-1,341606,"2108,64",96,66258018316-201610-96,66258018316-201610-341606,96,16195984932,96,201610,16195984932-201610-1,16195984932-1,0002,03,E,66509783672237,15/12/2016,100623119,57942408862559
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,97484350747,53,87660312288,201611,97484350747-53,"4342,68","4342,68",86,87660312288-201611-86,"87660312288-201611-4342,68",86,20353363365,86,201611,20353363365-201611-53,20353363365-53,0004,03,I,42519082980501,22/12/2016,763491054,72987133527536
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,91197939103,348,90913587433,201611,91197939103-348,"2895,12","2895,12",90,90913587433-201611-90,"90913587433-201611-2895,12",90,58518020802,90,201611,58518020802-201611-348,58518020802-348,0002,03,E,66517854573092,16/12/2016,426666797,34453511189319
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,15647897812,223,46060263615,201611,15647897812-223,"2895,12","2895,12",90,46060263615-201611-90,"46060263615-201611-2895,12",90,16271399556,90,201611,16271399556-201611-223,16271399556-223,0002,03,E,66515854684432,16/12/2016,11881299,90228725358036
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,70857816179,184,84375788253,201611,70857816179-184,"2316,08","2316,08",90,84375788253-201611-90,"84375788253-201611-2316,08",90,67630353608,90,201611,67630353608-201611-184,67630353608-184,0001,05,I,42396073429994,19/12/2016,622175085,69783136426153
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,62350694080,354,39295425545,201611,62350694080-354,"1250,68","1250,68",90,39295425545-201611-90,"39295425545-201611-1250,68",90,40930845533,90,201611,40930845533-201611-354,40930845533-354,0001,05,I,42364071085794,14/12/2016,489348282,96405457571497
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,60473714448,132,12130671628,201611,60473714448-132,"8142,6","8142,6",86,12130671628-201611-86,"12130671628-201611-8142,6",86,57696724016,86,201611,57696724016-201611-132,57696724016-132,0001,05,I,42114051513433,05/12/2016,161121770,76836952717100
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,41060426133,187,75837325750,201611,41060426133-187,"2316,08","2316,08",90,75837325750-201611-90,"75837325750-201611-2316,08",90,21195597017,90,201611,21195597017-201611-187,21195597017-187,0001,05,I,42396073429994,21/12/2016,71481264,60367739992160
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,27772501256,1,80989111301,201610,27772501256-1,341606,"1005,61",96,80989111301-201610-96,80989111301-201610-341606,96,87750393917,96,201610,87750393917-201610-1,87750393917-1,0002,03,E,66509783672237,15/12/2016,273119061,90074003792932
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,71231738133,267,48510018759,201611,71231738133-267,"3474,12","3474,12",90,48510018759-201611-90,"48510018759-201611-3474,12",90,84136333086,90,201611,84136333086-201611-267,84136333086-267,0001,05,I,42076047452113,11/10/2016,365958093,93408850307409
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,48739155286,107,88571327241,201611,48739155286-107,"2316,08","2316,08",90,88571327241-201611-90,"88571327241-201611-2316,08",90,41319512243,90,201611,41319512243-201611-107,41319512243-107,0001,05,I,42407074114481,16/12/2016,565371629,82978892605985
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,25768744035,266,96251427417,201610,25768744035-266,"3474,12","3474,12",90,96251427417-201610-90,"96251427417-201610-3474,12",90,42301835398,90,201610,42301835398-201610-266,42301835398-266,0001,05,I,42076047452113,07/12/2016,479137566,52567247617591
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,32441761879,106,77657181778,201610,32441761879-106,"2316,08","2316,08",90,77657181778-201610-90,"77657181778-201610-2316,08",90,97964550622,90,201610,97964550622-201610-106,97964550622-106,0001,05,I,42407074114481,16/12/2016,914046481,48490961601585
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,30478215315,775,76625481422,201611,30478215315-775,"2501,36","2501,36",90,76625481422-201611-90,"76625481422-201611-2501,36",90,38064340098,90,201611,38064340098-201611-775,38064340098-775,0002,05,I,42456078421239,10/12/2016,124514352,47694323547981
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,81996587549,188,62354191120,201611,81996587549-188,"2316,08","2316,08",90,62354191120-201611-90,"62354191120-201611-2316,08",90,18081498082,90,201611,18081498082-201611-188,18081498082-188,0001,05,I,42396073429994,22/12/2016,269744001,65230786106288
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,55250325661,12,80967199714,201611,55250325661-12,349736,"1531,62",96,80967199714-201611-96,80967199714-201611-349736,96,69662566908,96,201611,69662566908-201611-12,69662566908-12,0002,03,E,66529033745338,27/12/2016,853126616,96870279679363
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,35315612202,1,56975326443,201610,35315612202-1,341606,"1531,62",96,56975326443-201610-96,56975326443-201610-341606,96,17962686767,96,201610,17962686767-201610-1,17962686767-1,0002,03,E,66509783672237,15/12/2016,702569791,47453245411494
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,48986450529,103,64576323421,201611,48986450529-103,"5790,2","5790,2",91,64576323421-201611-91,"64576323421-201611-5790,2",91,47264367028,91,201611,47264367028-201611-103,47264367028-103,0001,05,I,42465079037134,07/12/2016,527805487,86520931583693
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,22815702008,485,10257335782,201611,22815702008-485,"2316,08","2316,08",91,10257335782-201611-91,"10257335782-201611-2316,08",91,98024201186,91,201611,98024201186-201611-485,98024201186-485,0004,03,E,66505741043929,13/12/2016,865350206,23860043389133
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,25653225636,12,27809611341,201611,25653225636-12,349736,"3953,7",96,27809611341-201611-96,27809611341-201611-349736,96,86419354658,96,201611,86419354658-201611-12,86419354658-12,0002,03,E,66529033745338,27/12/2016,263621978,20481885549707
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,92429846896,1,60456507321,201610,92429846896-1,341606,"3953,7",96,60456507321-201610-96,60456507321-201610-341606,96,21361496890,96,201610,21361496890-201610-1,21361496890-1,0002,03,E,66509783672237,15/12/2016,188992232,47154892410105
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,93850492145,462,29017165061,201611,93850492145-462,"3908,4","3908,4",90,29017165061-201611-90,"29017165061-201611-3908,4",90,39617986929,90,201611,39617986929-201611-462,39617986929-462,0001,05,I,42325067622200,22/12/2016,140506362,41596248966484
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,80134864114,260,75708053030,201611,80134864114-260,"3908,4","3908,4",90,75708053030-201611-90,"75708053030-201611-3908,4",90,86845965467,90,201611,86845965467-201611-260,86845965467-260,0001,05,I,42267062713594,01/01/2017,47513491,86359047349100
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,46167002634,461,13440174509,201611,46167002634-461,"3908,4","3908,4",90,13440174509-201611-90,"13440174509-201611-3908,4",90,47920433384,90,201611,47920433384-201611-461,47920433384-461,0001,05,I,42325067622200,22/12/2016,549485640,58196046657797
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,80790471822,257,27509111980,201611,80790471822-257,"3908,4","3908,4",90,27509111980-201611-90,"27509111980-201611-3908,4",90,34193923283,90,201611,34193923283-201611-257,34193923283-257,0001,05,I,42267062713594,01/01/2017,60484834,10168196422479
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,71746216188,1,30008557139,201610,71746216188-1,341606,"4813,2",96,30008557139-201610-96,30008557139-201610-341606,96,32526397589,96,201610,32526397589-201610-1,32526397589-1,0002,03,E,66509783672237,15/12/2016,471728044,39140845847343
