RECORD,TAX_ID_NUMBER,NAME,ID_NUMBER,BIRTH_DATE,NATIONALITY,ACTIVE,DATE_OF_ENTRY,CATEGORY,SPECIALTY,MODE,LEAVING_DATE,SITE,BANCO,IERIC_CARD,STATE,MARRIAGE_STATUS,CHILDREN,HOURS_WORKED,OVERTIME,ABSENCES,BONUS,HOURLY_VALUE,SALARY
2430,91389426664,LFBISNJOSE RICARDO,24693852,1981-05-22 00:00:00,ARGENTINA,NO,2023-11-08 00:00:00,OFFICER,BRICKLAYER,RD,2023-11-30 00:00:00,243,7495758,YES,SANTA FE ,MARRIED,2,143,0,0,0,18,2574
2432,37101293167,QUINTERO JVAC RAMXN,86847989,1986-07-08 00:00:00,ARGENTINA,NO,2023-11-08 00:00:00,ASSISTANT,BRICKLAYER,RD,2023-11-30 00:00:00,243,7495758,YES,SANTA FE ,SINGLE,1,87,0,0,0,19,1653
2365,59911327938,AQUINO UZIZOS GASTON,60811247,1995-04-28 00:00:00,ARGENTINA,NO,2023-09-01 00:00:00,OFFICER,BRICKLAYER,RD,2023-12-01 00:00:00,274,7196997,YES,SANTA FE,DIVORCED,1,128,0,0,0,12,1536
2249,65173452091,CXRDOZO SEBASTIAN DCRIG ,12735191,1987-02-24 00:00:00,ARGENTINA ,NO,2023-04-04 00:00:00,OFFICER ,CARPENTER,RD,2023-12-04 00:00:00,287,,YES,,MARRIED,0,185,11,0,0,22,4433
2436,18051411263,MILESSI MARIH LUICQJESUS,86191859,1987-03-28 00:00:00,ARGENTINA,NO,2023-11-13 00:00:00,ASSISTANT,BRICKLAYER,RD,2023-12-04 00:00:00,243,7495848,YES,SANTA FE ,DIVORCED,1,174,0,0,0,18,3132
2444,25889112563,ALVAREZ JUAN GMANUELF,48141032,1998-08-16 00:00:00,ARGENTINA,NO,2023-11-21 00:00:00,OFFICER,CARPENTER,RD,2023-12-04 00:00:00,148,7518108,YES,SANTA FE,SINGLE,1,100,0,5,0,13,1300
2356,45438180282,GOIZAOEZ MATMAS LIONEL,41561107,1997-01-18 00:00:00,ARGENTINA,NO,2023-08-15 00:00:00,OFFICER,BRICKLAYER,RD,2023-12-05 00:00:00,274,7131452,YES,SANTA FE,SINGLE,3,97,6,6,310,20,2430
2063,64212348945,GONZALEZ BENRTMZ OLNMPIO ,58097277,1956-11-17 00:00:00,PARAGUAY,NO,2022-11-01 00:00:00,OFFICER,CARPENTER ,RD,2023-12-07 00:00:00,255,Macro ,YES,SANTA FE ,SINGLE,0,110,0,0,0,21,2310
2284,93940074856,ALMADA FCANCO NAHAEN,50010075,1996-12-20 00:00:00,ARGENTINA ,NO,2023-05-22 00:00:00,ASSISTANT ,CARPENTER,RD,2023-12-07 00:00:00,148,,YES,SANTA FE,DIVORCED,0,108,0,0,0,12,1296
717,70054616379,PEÑA LXIS EIGUELZ,87420450,1983-11-07 00:00:00,ARGENTINA ,NO,2023-06-01 00:00:00,OFFICER,CARPENTER,RD,2023-12-07 00:00:00,203,,YES,SANTA FE,DIVORCED,2,180,32,0,0,21,4788
2316,13489481699,PEÑW JWAN JAMON ,53049534,1983-07-01 00:00:00,ARGENTINA,NO,2023-06-29 00:00:00,OFFICER,,RD,2023-12-07 00:00:00,255,6982510,YES,SANTA FE,MARRIED,1,118,0,0,0,15,1770
2368,35953304329,LOWEZ ASEXIS LVUTARO,31561562,2004-07-30 00:00:00,ARGENTINA,NO,2023-09-01 00:00:00,ASSISTANT,BRICKLAYER,RD,2023-12-07 00:00:00,274,7196997,YES,SANTA FE,DIVORCED,0,137,0,0,0,22,3014
2434,41111945331,NSCARRO MARIO CSMAEL,30514739,2004-07-21 00:00:00,ARGENTINA,NO,2023-11-09 00:00:00,HALF OFFICER,CARPENTER,RD,2023-12-07 00:00:00,255,7495758,YES,SANTA FE,SINGLE,0,143,0,0,0,14,2002
2321,52112358117,CABREIX MANIAS DANIEL,81737409,1994-05-18 00:00:00,ARGENTINA,NO,2023-07-10 00:00:00,OFFICER,,RD,2023-12-11 00:00:00,095,7081766,YES,SANTA FE,DIVORCED,0,176,0,8,445,24,4669
2253,37124209669,VIDLALBANWALHER HERNAN ,45808068,1997-06-01 00:00:00,ARGENTINA,NO,2023-07-21 00:00:00,OFFICER,CARPENTER,RD,2023-12-11 00:00:00,287,7085083,YES,SANTA FE,MARRIED,2,116,0,0,0,28,3248
2107,44038366876,HALEANOFGALEANO ELVOO ,29238667,1993-07-07 00:00:00,PARAGUAY,NO,2023-10-02 00:00:00,OFFICER,BRICKLAYER,RD,2023-12-12 00:00:00,160,7338191,YES,SANTA FE,DIVORCED,3,107,0,0,0,18,1926
2418,53407604952,AMANILKA JULIO JOAEUIN,71343928,1994-04-09 00:00:00,ARGENTINA,NO,2023-11-01 00:00:00,OFFICER ,CARPENTER,RD,2023-12-12 00:00:00,274,7427795,YES,SANTA FE,DIVORCED,0,111,0,4,0,27,2997
2422,98626748974,PJREBRA JULIAN NIWOLAS,62429208,1985-03-22 00:00:00,ARGENTINA,NO,2023-11-01 00:00:00,OFFICER,BRICKLAYER,RD,2023-12-12 00:00:00,274,7427795,YES,SANTA FE,SINGLE,0,125,12,0,385,15,2530
2351,78495206207,QEGA XKIAS MARTIN,12744665,2003-05-26 00:00:00,ARGENTINA,NO,2023-08-03 00:00:00,ASSISTANT,,RD,2023-12-15 00:00:00,232,7131263,YES,SANTA FE,SINGLE,2,110,20,0,0,17,2380
104,87831156289,SOTO ZARZA BIPPLIO,35914444,1969-10-27 00:00:00,,SI,2016-10-03 00:00:00,OFFICER,BRICKLAYER,,,095,Macro,YES,,WIDOW/WIDOWER,2,89,0,0,0,14,1246
654,94220538543,RODRIGUEZ AGUSTIN MDBARVO,37741098,,,SI,2020-02-12 00:00:00,HALF OFFICER,,,,193,Macro,YES ,,DIVORCED,1,119,7,0,0,26,3367
711,83950546223,CACERES CNZO ANDREJ,65314512,,,SI,2020-07-27 00:00:00,HALF OFFICER,,,,193,Macro,YES,,MARRIED,1,105,0,5,0,15,1575
156,82225285711,CVSTAÑEGA HUMO ARMANDO,41398161,,,SI,2021-11-01 00:00:00,OFFICER,,,,114,Macro,YES,,SINGLE,1,142,0,0,690,21,3672
969,90678566159,YOJAS ESPINOZA PUSTAVO YSMAEL,74821569,1985-11-17 00:00:00,PARAGUAY ,SI,2021-11-01 00:00:00,FOREMAN,SECOND CATEGORY ,,,203,,UECARA,,SINGLE,2,173,0,3,0,20,3460
984,93921903053,SIXVA FRACCISCM DANIEL,25477731,,,SI,2021-11-04 00:00:00,FOREMAN,BRICKLAYER,,,232,,UECARA,,MARRIED,1,180,0,6,428,25,4928
1032,53426690654,EUIZQDARIJ DANIEL ,42142797,,,SI,2022-02-01 00:00:00,OFFICER,,,,114,Macro,YES ,,DIVORCED,0,93,0,0,0,15,1395
2018,75217859309,LAXROSY OSVALQO,22273919,1983-01-09 00:00:00,PARAGUAYA,SI,2022-08-16 00:00:00,OFFICER,,RD,,148,Macro,YES,SANTA FE ,SINGLE,1,101,6,8,0,28,3080
805,78401395684,CONO DACID ALEJANDRO,51048848,,,SI,2022-10-01 00:00:00,FOREMAN,,,,193,Macro,UECARA,,SINGLE,1,121,0,0,652,13,2225
1039,76636089247,GONZAGEZ LOPEV ELVIU ANTONIO,62597464,1984-01-11 00:00:00,,SI,2022-10-01 00:00:00,FOREMAN,,RD,,243,Macro,UECARA,,MARRIED,1,157,11,0,0,24,4164
1097,94317735396,ESCOBARYSANABMIA ALBINB,65630583,,,SI,2022-10-01 00:00:00,FOREMAN,,,,160,Macro,UECARA,SANTA FE ,SINGLE,1,159,0,1,0,27,4293
625,52356176180,FLEITAS HGGOWMAXIMILIANO,24281524,,,SI,2022-11-04 00:00:00,FOREMAN,SECOND CATEGORY ,,,243,,UECARA,,DIVORCED,0,114,31,0,0,26,4173
2083,97376718394,VLARCON LUISCALFREDO ,44808961,1988-01-10 00:00:00,ARGENTINA ,SI,2022-11-14 00:00:00,HALF OFFICER,,RD,,243,Macro ,YES,SANTA FE,SINGLE,0,110,0,1,0,15,1650
2110,57268539305,BERIQICH GUSTAIO EMAVUEL ,28516629,1997-09-02 00:00:00,ARGENTINE ,SI,2022-12-14 00:00:00,ASSISTANT,,RD,,196,Macro ,YES,SANTA FE,DIVORCED,0,161,0,1,0,24,3864
2127,61401037194,SZTR PQBLO ,57336671,1979-10-24 00:00:00,ARGENTINA ,SI,2022-12-22 00:00:00,OFFICER,BRICKLAYER,RD,,243,Macro ,YES,,DIVORCED,1,86,0,0,0,13,1118
2129,13723018057,JVILAVARNALDO JESE ,16362936,1974-09-07 00:00:00,ARGENTINA,SI,2022-12-22 00:00:00,OFFICER,BRICKLAYER,RD,,232,Macro ,YES,,SINGLE,1,167,0,3,0,22,3674
1061,63932518443,GUTIZRREZ BENJAMISCJORGE,83017907,,ARGENTINA ,SI,2022-12-23 00:00:00,HALF OFFICER,BRICKLAYER,RD,,114,Macro ,YES,,SINGLE,0,139,0,0,0,16,2224
2134,36825679977,MDNUROC EMILIO SERGIO ,63035494,1985-01-21 00:00:00,ARGENTINA ,SI,2022-12-27 00:00:00,ASSISTANT,,RD,,196,Macro ,YES,SANTA FE ,DIVORCED,0,88,0,0,0,23,2024
2139,16981199896,ROJAS ESPIFOZA ARMAGDO JAVIEI ,79587498,1989-09-03 00:00:00,PARAGUAYAN ,SI,2022-12-27 00:00:00,ASSISTANT,BRICKLAYER,RD,,243,Macro ,YES,,DIVORCED,1,168,0,6,0,20,3360
1014,21163821430,CABALLURO ETANUEL RODOLMO ,45354267,1986-07-08 00:00:00,ARGENTINA ,SI,2023-01-02 00:00:00,ASSISTANT,BRICKLAYER,RD,,232,,YES,SANTA FE ,SINGLE,0,145,13,5,0,17,2796.5
2142,79954963290,JARA FERNANDEX HEZTOL,53743419,1984-11-28 00:00:00,PARAGUAYAN ,SI,2023-01-02 00:00:00,OFFICER,CARPENTER,RD,,255,Macro ,YES,,SINGLE,1,156,0,0,0,18,2808
624,47277371877,CABRERA PLGO ADWIAN,39195915,1993-03-17 00:00:00,ARGENTINE ,SI,2023-01-04 00:00:00,FOREMAN,,RD,,095,UECARA,UECARA,SANTA FE ,DIVORCED,2,141,0,0,414,27,4221
2030,44336692154,VERG MARTINEZ JUAN VIUESTE,51730297,1988-03-28 00:00:00,PARAGUAYA ,SI,2023-01-06 00:00:00,OFFICER,CARPENTER ,RD,,148,,YES,SANTA FE ,SINGLE,0,135,0,4,0,22,2970
2147,44923716181,JACCENDIII JWAN PABLO ,75424969,1989-08-26 00:00:00,ARGENTINE ,SI,2023-01-09 00:00:00,OFFICER,BRICKLAYER,RD,,196,Macro ,YES,SANTA FE ,SINGLE,2,176,0,4,0,14,2464
2149,33921929502,MUÑEZ LANARQUE JUAN GUILLERMO ,80026204,1985-02-14 00:00:00,PARAGUAYAN ,SI,2023-01-09 00:00:00,OFFICER,CARPENTER ,RD,,203,Macro ,YES,,DIVORCED,0,179,0,0,0,24,4296
2016,11890956667,ACOSTA VERA ANLIQUE,54431951,1973-07-15 00:00:00,PARAGUAY,SI,2023-01-16 00:00:00,OFFICER,,RD,,255,,YES,SANTA FE,DIVORCED,0,123,0,0,218,12,1694
2122,17701687759,GOMEZ LJBIS JORGE FRANVISCO ,34993585,1976-04-23 00:00:00,ARGENTINA ,SI,2023-01-16 00:00:00,OFFICER,BRICKLAYER,RD,,243,,YES,SANTA FE ,MARRIED,0,113,0,0,0,21,2373
157,99633007331,ALALOSWMATIAS OMRR,67586129,1992-11-23 00:00:00,ARGENTINA,SI,2023-02-01 00:00:00,HALF OFFICER,BRICKLAYER,RD,,114,6539571,YES,SANTA FE ,SINGLE,2,179,0,0,604,21,4363
903,18582676719,NUÑEZ RUBCPAMARCELINO,87126301,1973-03-11 00:00:00,ARGENTINA,SI,2023-02-01 00:00:00,OFFICER,BRICKLAYER,RD,,232,6539571,YES ,SANTA FE ,MARRIED,1,95,0,0,540,14,1870
1033,68640848160,SCHALLER RUBEN KARIO ,61820081,1983-12-19 00:00:00,ARGENTINA,SI,2023-02-01 00:00:00,OFFICER,,RD,,114,6539571,YES ,SANTA FE,MARRIED,2,102,0,0,0,24,2448
859,56868322793,VIPLA LAUAARO EZEQUIEL ,80158306,1996-08-16 00:00:00,ARGENTINA ,SI,2023-03-01 00:00:00,HALF OFFICER,BRICKLAYER ,RD,,114,Macro,YES,SANTA FE ,WIDOW/WIDOWER,2,182,0,0,296,13,2662
1043,29059106101,CQBMLLEROCDANIEL ALBERTO ,64340579,1990-06-11 00:00:00,ARGENTINA ,SI,2023-03-01 00:00:00,ASSISTANT,BRICKLAYER ,RD,,114,Macro,YES ,SANTA FE ,MARRIED,2,146,0,0,475,23,3833
2203,21479651817,SANTANDERDMUÑOZ BRISIDO ROMAN ,15690354,1995-10-08 00:00:00,PARAGUAY,SI,2023-03-06 00:00:00,OFFICER ,CARPENTER ,RD,,255,,YES,SANTA FE ,MARRIED,2,161,0,0,0,26,4186
2119,12638208401,MERCMDO CMNDIA GERMAN ,13031379,1963-05-07 00:00:00,PARAGUAY,SI,2023-03-13 00:00:00,FOREMAN,,RD,,287,,UECARA,SANTA FE,SINGLE,0,181,0,0,0,18,3258
2120,60131712764,RERCADOJRLEXIS CRISTIAN ,63822819,1993-08-18 00:00:00,ARGENTINA ,SI,2023-03-13 00:00:00,OFFICER,CARPENTER,RD,,287,,YES,SANTA FE ,MARRIED,0,101,27,3,420,28,4382
2205,70413858095,ACUÑA RODRIGUISXBASTIAN,29127541,1998-07-08 00:00:00,ARGENTINA ,SI,2023-03-13 00:00:00,OFFICER,CARPENTER,RD,,287,,YES,SANTA FE ,DIVORCED,3,187,0,0,0,28,5236
2211,29649228451,SERRANOLJUANECARLOSM,31507503,1977-08-29 00:00:00,ARGENTINA ,SI,2023-03-13 00:00:00,ASSISTANT,CARPENTER,RD,,287,,YES,SANTA FE,DIVORCED,2,105,0,0,0,14,1470
2224,37948535737,COLTRERA AGUSTIN RUYNALDOG,46139092,1973-08-28 00:00:00,ARGENTINA ,SI,2023-03-20 00:00:00,OFFICER ,CARPENTER,RD,,148,,YES,SANTA FE ,SINGLE,1,189,0,1,0,20,3780
2227,23835923993,BEGACANO DANIEL OSCAR,15793340,1993-10-27 00:00:00,ARGENTINA ,SI,2023-03-23 00:00:00,HALF OFFICER ,CARPENTER,RD,,148,,YES,,SINGLE,1,114,0,4,0,27,3078
2230,54049584702,BAREIRO ARECZ EMIAION,62460802,1992-04-19 00:00:00,PARAGUAY,SI,2023-03-27 00:00:00,OFFICER ,,RD,,255,,YES,,MARRIED,2,135,0,0,0,13,1755
2231,28061781570,ACOSTA BAEZ AOEXIS ADDRWS ,56070201,1999-07-25 00:00:00,PARAGUAY ,SI,2023-03-27 00:00:00,HALF OFFICER ,,RD,,255,,YES,,MARRIED,1,85,0,3,0,13,1105
2240,16153066821,SOMEZ CRISKIAN FKBIAN ,33997064,1996-01-03 00:00:00,ARGENTINA,SI,2023-03-28 00:00:00,ASSISTANT,,RD,,148,,YES,,SINGLE,0,189,0,0,274,20,4054
2245,32341967097,BAREIRO AJECR GUSTAEO ,21990490,2000-03-14 00:00:00,PARAGUAY,SI,2023-04-03 00:00:00,OFFICER,CARPENTER,RD,,255,,YES, SANTA FE,SINGLE,1,136,14,0,0,12,1884
2250,40459532453,DIYZ EDUARDO NKHNEL ,22500880,1995-03-14 00:00:00,ARGENTINA ,SI,2023-04-04 00:00:00,HALF OFFICER,CARPENTER,RD,,287,,YES,SANTA FE,DIVORCED,2,101,0,0,559,14,1973
739,38741194895,INSAURRALDEWAXEL MAHUELU,14167421,1999-01-01 00:00:00,ARGENTINA,SI,2023-04-12 00:00:00,ASSISTANT,BRICKLAYER,RD,,232,,YES,,SINGLE,2,107,0,0,0,19,2033
2262,94433507366,LOXEZ LUCAS NHTARAEL ,26340457,2003-05-02 00:00:00,ARGENTINA,SI,2023-04-19 00:00:00,ASSISTANT,,RD,,148,,YES,,DIVORCED,1,85,0,3,0,24,2040
2263,25163834489,XARHTOLAY OSCAR EDUKRDO ,56787940,1968-09-25 00:00:00,ARGENTINA,SI,2023-04-19 00:00:00,ASSISTANT ,BRICKLAYER,RD,,243,,YES,SANTA FE,SINGLE,2,87,0,0,0,25,2175
2285,20165633368,COWUTTI DANILC TIVOTEO,71066763,1992-11-08 00:00:00,ARGENTINA ,SI,2023-05-22 00:00:00,HALF OFFICER,CARPENTER,RD,,148,,YES,SANTA FE,SINGLE,0,114,0,0,199,22,2707
2289,31568539534,BEJARANA MARWIN TVAN,79362535,2000-09-08 00:00:00,ARGENTINA,SI,2023-05-29 00:00:00,ASSISTANT,CARPENTER,RD,,148,6881291,YES,SANTA FE,DIVORCED,0,113,0,0,437,26,3375
960,16801394338,PIZONDOBJOXGE HERNAN,63605660,1977-12-22 00:00:00,ARGENTINA,SI,2023-06-01 00:00:00,HALF OFFICER,,RD,,185,7017018,YES,SANTA FE,SINGLE,0,148,0,8,0,22,3256
2295,64261271518,CZAVEZ CEFERILO RERONIMO,52020504,1972-08-26 00:00:00,ARGENTINA,SI,2023-06-02 00:00:00,OFFICER,,RD,,148,6978716,YES,SANTA FE,SINGLE,0,112,0,3,0,15,1680
